[SISTEMA2]
[cpf-vend]#[cod-prod]#[nome-prod]#[cod-vend]#[qtd-vend]#[valor-vend]#[cnpj-loja]#[cidade-loja]#[data-vend]#[nome-loja]#
12345678919#482#Produto - 482#108#13#61#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 590#
12345678948#285#Produto - 285#109#10#147#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 651#
12345678936#656#Produto - 656#110#81#616#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 594#
12345678943#894#Produto - 894#111#85#529#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 654#
12345678913#469#Produto - 469#112#56#583#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 884#
12345678921#946#Produto - 946#113#36#80#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 79#
12345678950#116#Produto - 116#114#98#819#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 547#
12345678924#470#Produto - 470#115#11#446#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 177#
12345678909#530#Produto - 530#116#75#832#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 951#
12345678909#497#Produto - 497#117#11#555#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 397#
12345678937#792#Produto - 792#118#16#333#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 550#
12345678940#488#Produto - 488#119#91#667#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 130#
12345678931#481#Produto - 481#120#24#131#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 527#
12345678942#856#Produto - 856#121#37#77#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 340#
12345678916#517#Produto - 517#122#52#368#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 641#
12345678945#417#Produto - 417#123#52#149#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 276#
12345678930#699#Produto - 699#124#22#427#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 371#
12345678913#302#Produto - 302#125#59#678#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 101#
12345678944#978#Produto - 978#126#39#459#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 46#
12345678934#579#Produto - 579#127#3#337#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 612#
12345678932#128#Produto - 128#128#75#117#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 690#
12345678946#57#Produto - 57#129#91#910#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 610#
12345678924#431#Produto - 431#130#95#918#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 155#
12345678930#523#Produto - 523#131#3#140#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 707#
12345678912#420#Produto - 420#132#17#371#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 753#
12345678905#831#Produto - 831#133#5#93#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 605#
12345678949#287#Produto - 287#134#9#684#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 50#
12345678918#263#Produto - 263#135#5#671#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 112#
12345678916#627#Produto - 627#136#32#622#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 930#
12345678931#987#Produto - 987#137#54#90#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 558#
12345678948#859#Produto - 859#138#26#640#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 614#
12345678912#188#Produto - 188#139#20#486#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 922#
12345678933#484#Produto - 484#140#45#681#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 141#
12345678905#927#Produto - 927#141#98#586#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 5#
12345678941#65#Produto - 65#142#11#61#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 718#
12345678929#594#Produto - 594#143#89#920#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 362#
12345678928#850#Produto - 850#144#89#94#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 942#
12345678922#640#Produto - 640#145#29#351#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 310#
12345678942#660#Produto - 660#146#40#389#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 273#
12345678913#92#Produto - 92#147#31#58#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 685#
12345678902#606#Produto - 606#148#45#591#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 803#
12345678936#554#Produto - 554#149#2#992#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 867#
12345678923#589#Produto - 589#150#53#453#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 686#
12345678918#343#Produto - 343#151#14#981#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 895#
12345678911#953#Produto - 953#152#5#171#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 327#
12345678939#832#Produto - 832#153#53#320#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 36#
12345678917#848#Produto - 848#154#9#171#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 758#
12345678931#342#Produto - 342#155#65#927#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 516#
12345678931#406#Produto - 406#156#1#530#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 880#
12345678941#663#Produto - 663#157#55#223#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 802#
12345678902#451#Produto - 451#158#32#725#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 184#
12345678949#464#Produto - 464#159#85#93#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 713#
12345678919#581#Produto - 581#160#36#40#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 329#
12345678908#936#Produto - 936#161#67#805#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 146#
12345678904#136#Produto - 136#162#96#248#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 673#
12345678933#150#Produto - 150#163#9#62#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 976#
12345678917#907#Produto - 907#164#1#346#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 676#
12345678949#648#Produto - 648#165#91#374#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 414#
12345678914#946#Produto - 946#166#12#697#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 989#
12345678942#501#Produto - 501#167#60#124#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 466#
12345678902#285#Produto - 285#168#84#695#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 751#
12345678902#389#Produto - 389#169#49#184#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 397#
12345678905#5#Produto - 5#170#91#403#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 390#
12345678918#348#Produto - 348#171#75#220#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 61#
12345678943#788#Produto - 788#172#41#333#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 753#
12345678922#264#Produto - 264#173#2#96#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 387#
12345678902#39#Produto - 39#174#20#30#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 544#
12345678905#410#Produto - 410#175#72#693#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 93#
12345678934#467#Produto - 467#176#3#486#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 458#
12345678922#273#Produto - 273#177#2#771#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 524#
12345678921#851#Produto - 851#178#0#880#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 550#
12345678929#878#Produto - 878#179#19#455#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 16#
12345678939#69#Produto - 69#180#88#487#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 172#
12345678916#3#Produto - 3#181#13#81#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 99#
12345678909#404#Produto - 404#182#55#954#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 773#
12345678923#724#Produto - 724#183#25#697#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 74#
12345678932#923#Produto - 923#184#30#669#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 610#
12345678950#397#Produto - 397#185#13#141#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 960#
12345678923#895#Produto - 895#186#12#816#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 898#
12345678926#289#Produto - 289#187#98#149#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 704#
12345678919#457#Produto - 457#188#74#885#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 651#
12345678947#361#Produto - 361#189#23#688#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 86#
12345678923#267#Produto - 267#190#91#622#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 594#
12345678947#707#Produto - 707#191#73#704#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 712#
12345678950#944#Produto - 944#192#5#486#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 530#
12345678922#780#Produto - 780#193#49#228#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 731#
12345678904#778#Produto - 778#194#8#548#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 926#
12345678921#577#Produto - 577#195#11#154#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 918#
12345678929#711#Produto - 711#196#3#237#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 302#
12345678909#963#Produto - 963#197#40#181#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 281#
12345678918#810#Produto - 810#198#45#278#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 545#
12345678934#26#Produto - 26#199#80#605#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 763#
12345678925#364#Produto - 364#200#30#268#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 696#
12345678906#886#Produto - 886#201#31#34#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 322#
12345678906#614#Produto - 614#202#66#267#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 479#
12345678945#491#Produto - 491#203#20#657#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 383#
12345678902#687#Produto - 687#204#44#231#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 710#
12345678912#19#Produto - 19#205#45#562#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 329#
12345678935#517#Produto - 517#206#66#399#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 163#
12345678941#826#Produto - 826#207#25#140#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 653#
12345678934#958#Produto - 958#208#32#940#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 499#
12345678939#554#Produto - 554#209#62#914#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 28#
12345678945#661#Produto - 661#210#94#159#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 789#
12345678914#194#Produto - 194#211#6#887#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 758#
12345678905#99#Produto - 99#212#3#486#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 200#
12345678910#712#Produto - 712#213#13#795#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 207#
12345678925#265#Produto - 265#214#66#480#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 742#
12345678932#450#Produto - 450#215#91#261#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 382#
12345678920#394#Produto - 394#216#57#718#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 11#
12345678909#186#Produto - 186#217#26#497#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 971#
12345678926#486#Produto - 486#218#47#67#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 218#
12345678916#718#Produto - 718#219#96#949#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 740#
12345678905#144#Produto - 144#220#53#135#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 402#
12345678933#552#Produto - 552#221#82#791#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 612#
12345678929#733#Produto - 733#222#68#113#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 536#
12345678904#713#Produto - 713#223#37#951#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 334#
12345678939#446#Produto - 446#224#35#828#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 395#
12345678946#307#Produto - 307#225#77#807#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 192#
12345678924#857#Produto - 857#226#25#239#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 768#
12345678945#566#Produto - 566#227#99#276#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 569#
12345678907#836#Produto - 836#228#52#967#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 515#
12345678926#467#Produto - 467#229#71#46#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 171#
12345678909#801#Produto - 801#230#10#806#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 626#
12345678949#658#Produto - 658#231#62#111#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 991#
12345678918#890#Produto - 890#232#0#225#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 258#
12345678914#682#Produto - 682#233#56#5#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 560#
12345678912#24#Produto - 24#234#86#978#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 190#
12345678910#903#Produto - 903#235#50#232#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 490#
12345678935#48#Produto - 48#236#3#441#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 47#
12345678906#486#Produto - 486#237#3#19#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 603#
12345678940#640#Produto - 640#238#31#684#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 13#
12345678935#526#Produto - 526#239#25#32#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 93#
12345678929#141#Produto - 141#240#35#611#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 261#
12345678907#927#Produto - 927#241#87#230#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 131#
12345678903#710#Produto - 710#242#75#710#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 331#
12345678907#938#Produto - 938#243#68#32#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 931#
12345678912#781#Produto - 781#244#11#270#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 937#
12345678948#165#Produto - 165#245#81#753#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 940#
12345678948#7#Produto - 7#246#9#603#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 183#
12345678904#157#Produto - 157#247#57#306#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 744#
12345678935#548#Produto - 548#248#88#713#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 998#
12345678926#437#Produto - 437#249#64#584#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 505#
12345678916#185#Produto - 185#250#10#576#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 625#
12345678932#193#Produto - 193#251#85#594#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 915#
12345678909#656#Produto - 656#252#29#291#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 894#
12345678947#152#Produto - 152#253#81#359#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 799#
12345678919#725#Produto - 725#254#38#250#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 550#
12345678945#350#Produto - 350#255#14#518#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 990#
12345678940#683#Produto - 683#256#84#509#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 823#
12345678903#559#Produto - 559#257#31#906#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 549#
12345678909#681#Produto - 681#258#70#885#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 995#
12345678947#890#Produto - 890#259#20#232#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 989#
12345678916#415#Produto - 415#260#8#286#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 992#
12345678903#446#Produto - 446#261#17#854#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 480#
12345678938#411#Produto - 411#262#85#45#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 755#
12345678925#921#Produto - 921#263#70#533#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 731#
12345678948#907#Produto - 907#264#40#867#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 207#
12345678909#420#Produto - 420#265#28#277#1234567890001#Floripa#2020-09-28T16:46:38#Loja - 44#
